IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate;NbSeedminusNA;propViabilityNA;TotalNbPods;time_flo;Dormancy;NumSeedPlant
809;4;4;1;4;1;4;1;4;1;865;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;1;32;7.5;0;194
810;3;3;1;3;1;3;1;3;1;865;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;3;1;32;7.5;0;194
811;4;4;1;4;1;4;1;4;1;867;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;1;32;7.5;0;194
812;3;3;1;3;1;3;1;3;1;867;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;3;1;32;7.5;0;194
813;2;4;0.5;4;1;4;1;4;1;869;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;0.5;32;7.5;0;194
814;3;3;1;3;1;3;1;3;1;869;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;3;1;32;7.5;0;194
815;4;6;0.666666666666667;6;1;6;1;6;1;871;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;6;0.666666666666667;32;7.5;0.5;194
816;6;6;1;6;1;6;1;6;1;873;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;6;1;32;7.5;0.166666666666667;194
817;3;4;0.75;4;1;4;1;3;0.75;875;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;0.75;32;7.5;0;194
818;3;3;1;3;1;3;1;3;1;875;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;3;1;32;7.5;0;194
819;5;6;0.833333333333333;6;1;6;1;6;1;877;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;6;0.833333333333333;32;7.5;0;194
820;6;6;1;6;1;6;1;6;1;879;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;6;1;32;7.5;0;194
821;2;4;0.5;4;1;4;1;3;0.75;881;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;0.5;32;7.5;0;194
822;3;4;0.75;4;1;4;1;4;1;881;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;0.75;32;7.5;0;194
823;4;4;1;4;1;4;1;4;1;883;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;1;32;7.5;0.5;194
824;3;3;1;3;1;3;1;3;1;883;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;3;1;32;7.5;0;194
825;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;885;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;6;0.666666666666667;32;7.5;0;194
826;4;5;0.8;5;1;4;0.8;5;1;887;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;5;0.8;32;7.5;0.2;194
827;4;4;1;4;1;4;1;4;1;889;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;1;32;7.5;0;194
828;4;5;0.8;5;1;5;1;5;1;891;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;5;0.8;32;7.5;0;194
829;4;4;1;4;1;4;1;4;1;893;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;2;7;4;1;32;7.5;0;194
830;4;4;1;4;1;4;1;4;1;895;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0;192
831;3;3;1;3;1;3;1;3;1;895;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;3;1;52;11;0;192
832;3;4;0.75;4;1;4;1;4;1;897;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;0.75;52;11;0;192
833;4;4;1;4;1;4;1;4;1;897;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0;192
834;5;6;0.833333333333333;6;1;6;1;6;1;899;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;6;0.833333333333333;52;11;0.166666666666667;192
835;4;4;1;4;1;4;1;4;1;901;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0;192
836;4;4;1;4;1;4;1;4;1;901;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0.25;192
837;3;4;0.75;4;1;4;1;4;1;903;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;0.75;52;11;0;192
838;3;3;1;3;1;3;1;3;1;903;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;3;1;52;11;0;192
839;5;6;0.833333333333333;6;1;6;1;6;1;905;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;6;0.833333333333333;52;11;0;192
840;4;4;1;4;1;4;1;4;1;907;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0;192
841;3;3;1;3;1;3;1;3;1;907;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;3;1;52;11;0;192
842;5;5;1;5;1;5;1;5;1;909;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;5;1;52;11;0;192
843;5;5;1;5;1;5;1;5;1;911;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;5;1;52;11;0;192
844;3;4;0.75;4;1;3;0.75;3;0.75;913;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;0.75;52;11;0.25;192
845;3;6;0.5;6;1;6;1;5;0.833333333333333;915;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;6;0.5;52;11;0.166666666666667;192
846;5;6;0.833333333333333;6;1;6;1;6;1;917;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;6;0.833333333333333;52;11;0;192
847;4;4;1;4;1;4;1;4;1;919;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0;192
848;2;3;0.666666666666667;3;1;3;1;3;1;919;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;3;0.666666666666667;52;11;0;192
849;4;4;1;4;1;4;1;3;0.75;921;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0;192
850;4;4;1;4;1;4;1;4;1;921;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;4;1;52;11;0;192
851;5;6;0.833333333333333;6;1;6;1;6;1;923;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;6;0.833333333333333;52;11;0.333333333333333;192
852;5;6;0.833333333333333;6;1;5;0.833333333333333;6;1;925;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;2;7;6;0.833333333333333;52;11;0.166666666666667;192
853;3;6;0.5;6;1;6;1;6;1;927;L1107_Na234_H2_N_E4;NA;1;N;E4;interpop;Narbonne_H2;2;7;6;0.5;5;18;0;18
854;5;6;0.833333333333333;6;1;6;1;6;1;929;L1107_Na234_H2_N_E4;NA;1;N;E4;interpop;Narbonne_H2;2;7;6;0.833333333333333;5;18;0.166666666666667;18
855;0;4;0;4;1;4;1;4;1;931;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7;4;0;14;14.5;0;68
856;3;3;1;3;1;3;1;3;1;931;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7;3;1;14;14.5;0.333333333333333;68
857;3;5;0.6;5;1;4;0.8;5;1;933;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7;5;0.6;14;14.5;0.2;68
858;1;5;0.2;5;1;5;1;4;0.8;935;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7;5;0.2;14;14.5;0;68
859;6;6;1;6;1;6;1;6;1;937;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7;6;1;14;14.5;0;68
860;2;5;0.4;5;1;4;0.8;4;0.8;939;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7;5;0.4;14;14.5;0;68
861;4;4;1;4;1;4;1;4;1;941;L1105_Na21_H2_N_E5;NA;1;N;E5;interpop;Narbonne_H2;2;7;4;1;14;14.5;0;68
862;1;2;0.5;2;1;2;1;2;1;943;Inconnu?_N_F0;NA;1;N;F0;interpop;0;2;7;2;0.5;NA;25;0;2
863;0;3;0;3;1;2;0.666666666666667;1;0.333333333333333;945;L1119_Na545_H50_N_F3;NA;1;N;F3;interpop;Narbonne_H50;2;7;3;0;2;28.5;0.333333333333333;8
864;4;6;0.666666666666667;6;1;6;1;6;1;947;L1123_Na632_H8_P_B2;NA;1;P;B2;interpop;Narbonne_H8;2;7;6;0.666666666666667;4;35;0;19
865;2;2;1;2;1;2;1;2;1;949;L1123_Na632_H8_P_B2;NA;1;P;B2;interpop;Narbonne_H8;2;7;2;1;4;35;0;19
866;3;6;0.5;6;1;6;1;6;1;951;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;2;7;6;0.5;5;21.5;0;36
867;4;4;1;4;1;4;1;4;1;953;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;2;7;4;1;5;21.5;0;36
868;2;3;0.666666666666667;3;1;3;1;3;1;953;L1090_Na136_H1_P_C1;NA;1;P;C1;interpop;Narbonne_H1;2;7;3;0.666666666666667;5;21.5;0;36
869;1;5;0.2;5;1;5;1;5;1;957;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7;5;0.2;13;21.5;0;67
870;3;4;0.75;4;1;4;1;4;1;959;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7;4;0.75;13;21.5;0.75;67
871;4;5;0.8;5;1;5;1;5;1;961;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7;5;0.8;13;21.5;0.4;67
872;4;5;0.8;5;1;5;1;5;1;963;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7;5;0.8;13;21.5;0.2;67
873;2;4;0.5;4;1;3;0.75;3;0.75;965;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7;4;0.5;13;21.5;0;67
874;1;3;0.333333333333333;3;1;2;0.666666666666667;2;0.666666666666667;965;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7;3;0.333333333333333;13;21.5;0;67
875;4;5;0.8;5;1;5;1;5;1;967;L1105_Na21_H2_P_CC3;NA;1;P;CC3;interpop;Narbonne_H2;2;7;5;0.8;13;21.5;0;67
876;4;4;1;4;1;4;1;4;1;969;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7;4;1;5;11;0.25;25
877;3;3;1;3;1;3;1;3;1;969;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7;3;1;5;11;0;25
878;1;1;1;1;1;1;1;1;1;971;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7;1;1;5;11;0;25
879;4;4;1;4;1;4;1;4;1;973;F89-13-156-p2_H5_P_E2;NA;1;P;E2;interpop;Corse_H5;2;7;4;1;5;11;0;25
880;4;4;1;4;1;4;1;4;1;975;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;4;1;18;14.5;0;106
881;3;3;1;3;1;3;1;3;1;975;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;3;1;18;14.5;0;106
882;5;6;0.833333333333333;6;1;6;1;6;1;977;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;6;0.833333333333333;18;14.5;0;106
883;4;4;1;4;1;4;1;4;1;979;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;4;1;18;14.5;0;106
884;3;3;1;3;1;3;1;3;1;979;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;3;1;18;14.5;0;106
885;2;4;0.5;4;1;4;1;4;1;981;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;4;0.5;18;14.5;0;106
886;2;4;0.5;4;1;4;1;4;1;983;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;4;0.5;18;14.5;0.25;106
887;3;3;1;3;1;3;1;3;1;983;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;3;1;18;14.5;0;106
888;4;5;0.8;5;1;5;1;5;1;985;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;5;0.8;18;14.5;0;106
889;3;4;0.75;4;1;4;1;4;1;987;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;4;0.75;18;14.5;0.25;106
890;1;3;0.333333333333333;3;1;3;1;3;1;987;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;3;0.333333333333333;18;14.5;0.666666666666667;106
891;3;6;0.5;6;1;6;1;6;1;989;L1107_Na234_H2_P_E4;NA;1;P;E4;interpop;Narbonne_H2;2;7;6;0.5;18;14.5;0.333333333333333;106
892;4;4;1;4;1;4;1;4;1;991;F89-13-155-p2_H1_P_EE1;NA;1;P;EE1;interpop;Corse_H1;2;7;4;1;2;21.5;0.5;13
893;4;4;1;4;1;4;1;4;1;991;F89-13-155-p2_H1_P_EE1;NA;1;P;EE1;interpop;Corse_H1;2;7;4;1;2;21.5;0;13
894;1;6;0.166666666666667;6;1;6;1;4;0.666666666666667;332;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;3;5;6;0.166666666666667;20;18;0;125
895;3;4;0.75;4;1;4;1;4;1;334;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;3;5;4;0.75;7;18;0;32
896;3;3;1;3;1;3;1;3;1;334;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;3;5;3;1;7;18;0.666666666666667;32
897;1;6;0.166666666666667;6;1;6;1;6;1;336;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;3;5;6;0.166666666666667;7;18;0.166666666666667;32
898;1;4;0.25;4;1;4;1;4;1;338;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;4;0.25;14;18;0;85
899;1;3;0.333333333333333;3;1;3;1;3;1;338;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;3;0.333333333333333;14;18;0;85
900;0;4;0;4;1;4;1;1;0.25;340;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;4;0;14;18;0.25;85
901;1;3;0.333333333333333;3;1;3;1;2;0.666666666666667;340;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;3;0.333333333333333;14;18;0.333333333333333;85
902;2;4;0.5;4;1;4;1;4;1;342;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;4;0.5;14;18;0.25;85
903;1;4;0.25;4;1;4;1;3;0.75;342;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;4;0.25;14;18;0;85
904;1;4;0.25;4;1;3;0.75;4;1;344;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;4;0.25;14;18;0.25;85
905;2;4;0.5;4;1;4;1;3;0.75;344;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;4;0.5;14;18;0.5;85
906;2;4;0.5;3;0.75;2;0.5;2;0.5;346;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;3;0.666666666666667;14;18;0.5;85
907;0;3;0;3;1;0;0;0;0;346;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;3;0;14;18;0;85
908;1;2;0.5;2;1;1;0.5;1;0.5;348;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;2;0.5;14;18;0.5;85
909;1;3;0.333333333333333;3;1;1;0.333333333333333;2;0.666666666666667;350;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;3;5;3;0.333333333333333;14;18;0.333333333333333;85
910;4;4;1;4;1;4;1;4;1;352;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5;4;1;7;25;0;39
911;3;3;1;3;1;3;1;3;1;352;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5;3;1;7;25;0;39
912;3;4;0.75;4;1;4;1;4;1;354;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5;4;0.75;7;25;0;39
913;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;354;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5;3;0.666666666666667;7;25;0;39
914;2;2;1;2;1;2;1;2;1;356;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5;2;1;7;25;0;39
915;3;4;0.75;4;1;4;1;4;1;358;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;3;5;4;0.75;7;25;0;39
916;3;4;0.75;4;1;4;1;3;0.75;360;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;0.75;19;11;0;123
917;4;4;1;4;1;4;1;4;1;360;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;1;19;11;0;123
918;4;4;1;4;1;4;1;4;1;362;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;1;19;11;0;123
919;4;4;1;4;1;4;1;4;1;362;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;1;19;11;0;123
920;3;4;0.75;4;1;4;1;4;1;364;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;0.75;19;11;0;123
921;3;3;1;3;1;3;1;3;1;364;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;3;1;19;11;0;123
922;5;5;1;5;1;5;1;5;1;366;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;5;1;19;11;0;123
923;3;4;0.75;4;1;4;1;4;1;366;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;0.75;19;11;0;123
924;5;5;1;5;1;5;1;5;1;368;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;5;1;19;11;0.2;123
925;3;4;0.75;4;1;4;1;4;1;368;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;0.75;19;11;0;123
926;4;4;1;4;1;4;1;4;1;370;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;4;1;19;11;0;123
927;1;3;0.333333333333333;3;1;3;1;3;1;370;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;3;0.333333333333333;19;11;0.333333333333333;123
928;4;5;0.8;5;1;5;1;5;1;372;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;5;0.8;19;11;0.2;123
929;1;1;1;1;1;1;1;1;1;374;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;1;1;19;11;0;123
930;2;3;0.666666666666667;3;1;3;1;3;1;376;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;3;5;3;0.666666666666667;19;11;0;123
931;3;4;0.75;4;1;4;1;4;1;378;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;3;5;4;0.75;3;18;0;21
932;3;3;1;3;1;3;1;3;1;378;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;3;5;3;1;3;18;0.666666666666667;21
933;6;6;1;6;1;6;1;6;1;380;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;6;1;19;3;0;110
934;5;6;0.833333333333333;6;1;6;1;6;1;382;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;6;0.833333333333333;19;3;0.166666666666667;110
935;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;384;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;3;0.666666666666667;19;3;0;110
936;2;4;0.5;4;1;4;1;3;0.75;386;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;4;0.5;19;3;0;110
937;0;3;0;3;1;3;1;3;1;386;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;3;0;19;3;0;110
938;2;3;0.666666666666667;3;1;3;1;3;1;388;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;3;0.666666666666667;19;3;0;110
939;3;6;0.5;6;1;6;1;6;1;390;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;6;0.5;19;3;0;110
940;2;6;0.333333333333333;6;1;6;1;6;1;392;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;6;0.333333333333333;19;3;0;110
941;3;4;0.75;4;1;4;1;4;1;394;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;4;0.75;19;3;0;110
942;4;4;1;4;1;4;1;4;1;396;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;4;1;19;3;0.25;110
943;0;5;0;5;1;5;1;5;1;398;Inconnu?_E_A12;NA;1;E;A12;interpop;0;3;5;5;0;19;3;0;110
944;0;5;0;5;1;4;0.8;4;0.8;400;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;3;5;5;0;6;21.5;0;20
945;1;4;0.25;4;1;3;0.75;3;0.75;402;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;3;5;4;0.25;6;21.5;0;20
946;0;6;0;6;1;1;0.166666666666667;1;0.166666666666667;404;L1125_Na657_H8_E_A3;NA;1;E;A3;interpop;Narbonne_H8;3;5;6;0;9;25;0;17
947;2;6;0.333333333333333;5;0.833333333333333;3;0.5;3;0.5;406;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;3;5;6;0.333333333333333;5;25;0;23
948;1;2;0.5;2;1;1;0.5;2;1;408;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;3;5;2;0.5;5;25;0.5;23
949;0;5;0;4;0.8;1;0.2;1;0.2;410;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;3;5;5;0;5;25;0;23
950;4;4;1;4;1;4;1;4;1;412;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5;4;1;14;18;0;59
951;4;4;1;4;1;4;1;4;1;412;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5;4;1;14;18;0.25;59
952;4;6;0.666666666666667;6;1;6;1;6;1;414;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5;6;0.666666666666667;14;18;0.333333333333333;59
953;6;6;1;6;1;6;1;6;1;416;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;5;6;1;14;18;0;59
954;4;4;1;4;1;4;1;4;1;418;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;6;4;1;14;18;0;59
955;3;3;1;3;1;3;1;3;1;418;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;6;3;1;14;18;0;59
956;2;3;0.666666666666667;3;1;3;1;3;1;420;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;3;6;3;0.666666666666667;14;18;0;59
957;4;4;1;4;1;4;1;4;1;422;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6;4;1;22;14.5;0.25;34
958;2;3;0.666666666666667;3;1;3;1;3;1;422;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6;3;0.666666666666667;22;14.5;0.333333333333333;34
959;5;6;0.833333333333333;6;1;6;1;6;1;424;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6;6;0.833333333333333;22;14.5;0;34
960;2;3;0.666666666666667;3;1;3;1;3;1;426;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;3;6;3;0.666666666666667;22;14.5;0;34
961;6;6;1;6;1;6;1;6;1;428;F89-13-155-p2_H1_E_CC5;NA;1;E;CC5;interpop;Corse_H1;3;6;6;1;4;18;0;13
962;5;6;0.833333333333333;6;1;6;1;6;1;430;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;6;0.833333333333333;34;14.5;0.5;203
963;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;432;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;6;0.833333333333333;34;14.5;0.333333333333333;203
964;4;4;1;4;1;4;1;4;1;434;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;4;1;34;14.5;0.25;203
965;3;3;1;3;1;3;1;3;1;434;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;3;1;34;14.5;0.666666666666667;203
966;5;6;0.833333333333333;6;1;6;1;6;1;436;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;6;0.833333333333333;34;14.5;0.5;203
967;4;4;1;4;1;4;1;4;1;438;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;4;1;34;14.5;0;203
968;4;4;1;4;1;4;1;4;1;438;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;4;1;34;14.5;0;203
969;4;5;0.8;5;1;5;1;5;1;440;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;5;0.8;34;14.5;0.4;203
970;2;4;0.5;4;1;3;0.75;4;1;442;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;4;0.5;34;14.5;0;203
971;2;3;0.666666666666667;3;1;3;1;3;1;442;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;3;0.666666666666667;34;14.5;0;203
972;3;4;0.75;4;1;4;1;4;1;444;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;3;6;4;0.75;34;14.5;0;203
