IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate
380;3;4;0.75;4;1;4;1;4;1;309;L1105_Na21_H2_B_D6;NA;1;B;D6;interpop;Narbonne_H2;1;7
381;4;4;1;4;1;4;1;4;1;310;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
382;3;4;0.75;4;1;4;1;4;1;310;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
383;4;4;1;4;1;4;1;4;1;311;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
384;3;3;1;3;1;3;1;3;1;311;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
385;3;4;0.75;4;1;3;0.75;4;1;312;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
386;4;4;1;4;1;4;1;4;1;312;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
387;3;4;0.75;4;1;4;1;4;1;313;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
388;3;4;0.75;4;1;4;1;4;1;313;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
389;4;4;1;4;1;4;1;4;1;314;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
390;3;4;0.75;4;1;4;1;4;1;314;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
391;6;6;1;6;1;6;1;6;1;315;L1086_Na121_H4_B_E2;NA;1;B;E2;interpop;Narbonne_H4;1;7
392;4;4;1;4;1;4;1;4;1;316;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
393;4;4;1;4;1;4;1;4;1;316;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
394;4;4;1;4;1;4;1;4;1;317;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
395;3;3;1;3;1;3;1;3;1;317;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
396;0;4;0;4;1;4;1;4;1;318;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
397;3;4;0.75;4;1;4;1;4;1;318;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
398;4;4;1;4;1;4;1;4;1;319;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
399;3;3;1;3;1;3;1;3;1;319;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
400;4;4;1;4;1;4;1;4;1;320;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
401;3;3;1;3;1;3;1;3;1;320;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
402;3;4;0.75;4;1;4;1;3;0.75;321;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
403;3;4;0.75;4;1;4;1;3;0.75;321;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
404;4;4;1;4;1;4;1;4;1;322;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
405;3;4;0.75;4;1;3;0.75;3;0.75;322;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
406;5;5;1;5;1;5;1;5;1;323;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
407;3;4;0.75;4;1;4;1;4;1;323;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
408;4;4;1;4;1;4;1;4;1;324;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
409;1;4;0.25;4;1;4;1;4;1;324;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
410;5;6;0.833333333333333;6;1;6;1;6;1;325;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
411;0;4;0;4;1;4;1;4;1;326;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
412;2;3;0.666666666666667;3;1;3;1;3;1;326;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
413;3;6;0.5;6;1;6;1;4;0.666666666666667;327;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
414;2;4;0.5;4;1;4;1;4;1;328;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
415;2;4;0.5;4;1;4;1;3;0.75;328;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
416;0;4;0;4;1;1;0.25;1;0.25;329;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
417;0;4;0;4;1;2;0.5;1;0.25;329;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
418;0;4;0;4;1;4;1;2;0.5;330;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
419;0;3;0;3;1;3;1;1;0.333333333333333;330;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
420;2;4;0.5;4;1;4;1;4;1;331;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;1;7
421;3;3;1;3;1;3;1;3;1;331;L1090_Na136_H1_B_E3;NA;1;B;E3;interpop;Narbonne_H1;2;1
422;3;4;0.75;4;1;4;1;3;0.75;333;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1
423;2;3;0.666666666666667;3;1;3;1;3;1;333;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1
424;3;4;0.75;4;1;4;1;3;0.75;335;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1
425;3;3;1;3;1;3;1;3;1;335;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1
426;4;5;0.8;5;1;5;1;5;1;337;L1090_Na136_H1_B_E5;NA;1;B;E5;interpop;Narbonne_H1;2;1
427;1;6;0.166666666666667;6;1;1;0.166666666666667;1;0.166666666666667;339;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
428;4;4;1;4;1;4;1;4;1;341;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
429;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;341;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
430;3;4;0.75;4;1;3;0.75;4;1;343;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
431;2;3;0.666666666666667;3;1;2;0.666666666666667;3;1;343;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
432;3;4;0.75;4;1;3;0.75;3;0.75;345;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
433;1;3;0.333333333333333;3;1;3;1;3;1;345;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
434;4;4;1;4;1;4;1;4;1;347;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
435;3;3;1;3;1;3;1;3;1;347;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
436;1;5;0.2;5;1;4;0.8;3;0.6;349;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
437;1;4;0.25;4;1;4;1;4;1;351;L1096b_Na156_H4_B_E6;NA;1;B;E6;interpop;Narbonne_H4;2;1
438;3;4;0.75;4;1;4;1;4;1;353;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1
439;3;3;1;3;1;3;1;3;1;353;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1
440;4;6;0.666666666666667;6;1;6;1;4;0.666666666666667;355;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1
441;4;5;0.8;5;1;5;1;5;1;357;L1109_Na314_H5_B_EE1;NA;1;B;EE1;interpop;Narbonne_H5;2;1
442;2;4;0.5;4;1;4;1;2;0.5;359;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
443;4;4;1;4;1;4;1;4;1;359;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
444;4;5;0.8;5;1;5;1;5;1;361;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
445;3;4;0.75;4;1;4;1;4;1;361;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
446;3;4;0.75;4;1;4;1;4;1;363;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
447;3;3;1;3;1;3;1;3;1;363;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
448;4;5;0.8;5;1;5;1;5;1;365;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
449;4;5;0.8;5;1;5;1;4;0.8;365;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
450;3;4;0.75;4;1;4;1;3;0.75;367;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
451;3;3;1;3;1;3;1;3;1;367;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
452;4;6;0.666666666666667;6;1;6;1;5;0.833333333333333;369;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
453;4;4;1;4;1;4;1;4;1;371;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
454;3;3;1;3;1;3;1;3;1;371;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
455;6;6;1;6;1;6;1;5;0.833333333333333;373;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
456;4;6;0.666666666666667;6;1;6;1;4;0.666666666666667;375;ESP-163-2009-08_H2_B_F3;NA;1;B;F3;interpop;Espagne_H2;2;1
457;4;4;1;4;1;4;1;4;1;377;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1
458;2;3;0.666666666666667;3;1;3;1;3;1;377;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1
459;3;4;0.75;4;1;4;1;4;1;379;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1
460;3;3;1;3;1;3;1;3;1;379;F89-13-46-b2_H4_2013_B_F6;NA;1;B;F6;interpop;Corse_H4;2;1
461;2;4;0.5;4;1;4;1;4;1;381;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
462;3;4;0.75;4;1;4;1;4;1;381;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
463;0;4;0;4;1;3;0.75;4;1;383;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
464;0;3;0;3;1;1;0.333333333333333;1;0.333333333333333;383;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
465;3;4;0.75;4;1;4;1;4;1;385;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
466;2;3;0.666666666666667;3;1;3;1;3;1;385;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
467;2;4;0.5;4;1;4;1;4;1;387;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
468;3;3;1;3;1;3;1;3;1;387;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
469;4;5;0.8;5;1;5;1;4;0.8;389;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
470;3;6;0.5;6;1;5;0.833333333333333;3;0.5;391;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
471;3;6;0.5;6;1;6;1;6;1;393;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
472;1;4;0.25;4;1;4;1;4;1;395;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
473;0;4;0;4;1;4;1;3;0.75;395;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
474;2;6;0.333333333333333;6;1;6;1;6;1;397;Inconnu?_E_A12;NA;1;E;A12;interpop;0;2;1
475;3;4;0.75;4;1;4;1;3;0.75;399;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;2;1
476;1;3;0.333333333333333;3;1;3;1;1;0.333333333333333;399;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;2;1
477;2;4;0.5;4;1;4;1;4;1;401;F89-13-46-b2_H4_2013_E_A2;NA;1;E;A2;interpop;Corse_H4;2;1
478;0;5;0;5;1;0;0;0;0;403;L1125_Na657_H8_E_A3;NA;1;E;A3;interpop;Narbonne_H8;2;1
479;0;6;0;6;1;0;0;0;0;405;L1125_Na657_H8_E_A3;NA;1;E;A3;interpop;Narbonne_H8;2;1
480;0;6;0;6;1;0;0;0;0;407;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;2;1
481;2;4;0.5;4;1;3;0.75;3;0.75;409;F89-13-156-p2_H5_E_A6;NA;1;E;A6;interpop;Corse_H5;2;2
482;6;6;1;6;1;6;1;6;1;411;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2
483;6;6;1;6;1;6;1;6;1;413;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2
484;3;5;0.6;5;1;5;1;2;0.4;415;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2
485;3;4;0.75;4;1;4;1;4;1;417;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2
486;3;3;1;3;1;3;1;3;1;417;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2
487;5;5;1;5;1;5;1;5;1;419;F89-13-42-b2_H4_2013_E_B2;NA;1;E;B2;interpop;Corse_H4;2;2
488;6;6;1;6;1;6;1;6;1;421;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2
489;2;4;0.5;4;1;4;1;3;0.75;423;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2
490;3;3;1;3;1;3;1;3;1;423;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2
491;5;5;1;5;1;5;1;5;1;425;F89-13-155-p2_H1_E_CC3;NA;1;E;CC3;interpop;Corse_H1;2;2
492;4;4;1;4;1;4;1;4;1;427;F89-13-155-p2_H1_E_CC5;NA;1;E;CC5;interpop;Corse_H1;2;2
493;3;3;1;3;1;3;1;3;1;427;F89-13-155-p2_H1_E_CC5;NA;1;E;CC5;interpop;Corse_H1;2;2
494;4;4;1;4;1;4;1;4;1;429;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
495;3;3;1;3;1;3;1;3;1;429;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
496;4;4;1;4;1;4;1;4;1;431;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
497;4;4;1;4;1;4;1;4;1;431;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
498;4;4;1;4;1;4;1;4;1;433;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
499;1;3;0.333333333333333;3;1;3;1;1;0.333333333333333;433;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
500;5;5;1;5;1;5;1;5;1;435;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
501;5;6;0.833333333333333;6;1;6;1;6;1;437;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
502;6;6;1;6;1;6;1;6;1;439;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
503;3;4;0.75;4;1;4;1;3;0.75;441;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
504;3;3;1;3;1;3;1;3;1;441;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
505;6;6;1;6;1;6;1;6;1;443;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
506;2;4;0.5;4;1;4;1;4;1;445;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
507;4;4;1;4;1;4;1;4;1;445;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
508;4;6;0.666666666666667;6;1;6;1;6;1;447;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
509;2;5;0.4;5;1;5;1;5;1;449;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
510;4;4;1;4;1;4;1;4;1;451;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
511;2;2;1;2;1;2;1;2;1;453;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
512;4;4;1;4;1;4;1;4;1;455;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
513;4;4;1;4;1;4;1;4;1;457;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
514;3;3;1;3;1;3;1;3;1;457;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
515;3;4;0.75;4;1;3;0.75;3;0.75;459;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
516;1;3;0.333333333333333;3;1;3;1;3;1;459;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
517;4;6;0.666666666666667;6;1;6;1;6;1;461;L1119_Na545_H50_E_D1;NA;1;E;D1;interpop;Narbonne_H50;2;2
518;0;4;0;4;1;4;1;4;1;463;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2
519;3;3;1;3;1;3;1;3;1;463;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2
520;3;6;0.5;6;1;6;1;6;1;465;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2
521;4;4;1;4;1;4;1;4;1;467;L1086_Na121_H4_E_D2;NA;1;E;D2;interpop;Narbonne_H4;2;2
522;6;6;1;6;1;6;1;6;1;469;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
523;6;6;1;6;1;6;1;6;1;471;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
524;1;4;0.25;4;1;4;1;4;1;473;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
525;0;4;0;4;1;4;1;2;0.5;473;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
526;3;5;0.6;5;1;5;1;5;1;475;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
527;4;4;1;4;1;4;1;4;1;475;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
528;2;4;0.5;4;1;4;1;2;0.5;477;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
529;0;4;0;4;1;4;1;4;1;477;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
530;2;6;0.333333333333333;6;1;6;1;6;1;479;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
531;0;4;0;4;1;4;1;3;0.75;481;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
532;3;4;0.75;4;1;4;1;4;1;481;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
533;2;4;0.5;4;1;3;0.75;3;0.75;483;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
534;1;4;0.25;4;1;4;1;3;0.75;483;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
535;1;5;0.2;5;1;4;0.8;4;0.8;485;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
536;4;4;1;4;1;4;1;4;1;487;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
537;2;4;0.5;4;1;4;1;3;0.75;487;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
538;1;4;0.25;4;1;3;0.75;2;0.5;489;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
539;0;3;0;3;1;2;0.666666666666667;1;0.333333333333333;489;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
540;4;5;0.8;5;1;5;1;5;1;491;ESP-163-2009-01_H3_E_D3;NA;1;E;D3;interpop;Espagne_H3;2;2
541;3;4;0.75;4;1;4;1;4;1;493;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
542;2;4;0.5;4;1;4;1;4;1;493;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
543;4;4;1;4;1;4;1;4;1;495;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
544;4;4;1;4;1;4;1;4;1;495;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
545;3;4;0.75;4;1;4;1;3;0.75;497;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
546;4;4;1;4;1;4;1;4;1;497;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
547;3;4;0.75;4;1;4;1;4;1;499;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
548;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;499;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
549;3;4;0.75;4;1;4;1;4;1;501;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
550;1;3;0.333333333333333;3;1;3;1;3;1;501;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
551;6;6;1;6;1;6;1;5;0.833333333333333;503;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
552;3;4;0.75;4;1;4;1;4;1;505;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
553;4;4;1;4;1;4;1;4;1;505;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
554;2;4;0.5;4;1;4;1;3;0.75;507;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
555;0;3;0;3;1;2;0.666666666666667;1;0.333333333333333;507;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
556;3;6;0.5;6;1;6;1;6;1;509;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
557;4;4;1;4;1;4;1;4;1;511;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
558;4;4;1;4;1;4;1;4;1;511;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
559;4;4;1;4;1;4;1;4;1;513;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
560;3;3;1;3;1;3;1;3;1;513;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
561;2;4;0.5;4;1;4;1;4;1;515;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
562;3;3;1;3;1;3;1;3;1;515;L1119_Na545_H50_E_D4;NA;1;E;D4;interpop;Narbonne_H50;2;3
563;3;4;0.75;4;1;3;0.75;3;0.75;517;L1105_Na21_H2_E_E1;NA;1;E;E1;interpop;Narbonne_H2;2;3
564;2;3;0.666666666666667;3;1;3;1;2;0.666666666666667;517;L1105_Na21_H2_E_E1;NA;1;E;E1;interpop;Narbonne_H2;2;3
565;4;4;1;4;1;4;1;4;1;519;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3
566;3;4;0.75;4;1;4;1;4;1;519;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3
567;2;4;0.5;4;1;4;1;4;1;521;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3
568;2;4;0.5;4;1;4;1;3;0.75;521;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3
569;2;4;0.5;4;1;4;1;2;0.5;523;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3
570;3;6;0.5;6;1;6;1;6;1;525;L1090_Na136_H1_E_E2;NA;1;E;E2;interpop;Narbonne_H1;2;3
571;6;6;1;6;1;6;1;6;1;527;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3
572;0;4;0;4;1;4;1;4;1;529;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3
573;1;3;0.333333333333333;3;1;3;1;2;0.666666666666667;529;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3
574;0;2;0;2;1;2;1;2;1;531;L1096b_Na156_H4_E_E4;NA;1;E;E4;interpop;Narbonne_H4;2;3
575;2;6;0.333333333333333;6;1;5;0.833333333333333;4;0.666666666666667;533;F89-13-156-p2_H5_E_E6;NA;1;E;E6;interpop;Corse_H5;2;3
576;1;5;0.2;5;1;5;1;5;1;535;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;2;3
577;0;4;0;4;1;4;1;3;0.75;537;L1096b_Na156_H4_E_EE1;NA;1;E;EE1;interpop;Narbonne_H4;2;3
578;2;4;0.5;4;1;4;1;2;0.5;539;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3
579;1;3;0.333333333333333;3;1;3;1;3;1;539;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3
580;0;4;0;4;1;2;0.5;2;0.5;541;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3
581;0;4;0;4;1;1;0.25;0;0;541;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3
582;0;6;0;6;1;0;0;3;0.5;543;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3
583;1;6;0.166666666666667;6;1;6;1;4;0.666666666666667;545;Inconnu?_E_EE5;NA;1;E;EE5;interpop;0;2;3
584;1;4;0.25;4;1;4;1;4;1;547;L1110b_Na326_H5_E_F3;NA;1;E;F3;interpop;Narbonne_H5;2;3
