IDBox;SumViability;NbSeed;PropViability;SumSwell;PropSwell;SumRad;PropRad;SumCot;PropCot;IDPod;Plant;Zone;Zone0;UniqueQuadrat;PosQuadrat;Plan;UniqueGeno;Block;Plate
1196;4;4;1;4;1;4;1;4;1;662;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1197;5;6;0.833333333333333;6;1;6;1;6;1;664;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1198;2;4;0.5;4;1;4;1;4;1;666;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1199;3;4;0.75;4;1;4;1;4;1;666;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1200;4;4;1;4;1;4;1;4;1;668;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1201;3;4;0.75;4;1;4;1;3;0.75;668;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1202;6;6;1;6;1;6;1;6;1;670;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1203;3;4;0.75;4;1;3;0.75;3;0.75;672;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1204;2;4;0.5;4;1;4;1;4;1;672;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1205;4;4;1;4;1;4;1;4;1;674;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1206;3;3;1;3;1;3;1;3;1;674;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1207;4;4;1;4;1;4;1;4;1;676;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1208;3;4;0.75;4;1;4;1;4;1;676;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1209;4;4;1;4;1;4;1;4;1;678;F89-13-156-p2_H5_J_A1;NA;1;J;A1;interpop;Corse_H5;3;2
1210;5;5;1;5;1;5;1;5;1;680;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;3;2
1211;2;2;1;2;1;2;1;2;1;682;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;3;2
1212;3;4;0.75;4;1;4;1;4;1;684;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;3;2
1213;5;6;0.833333333333333;6;1;6;1;6;1;686;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;3;2
1214;4;4;1;4;1;4;1;4;1;688;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;3;2
1215;3;3;1;3;1;3;1;3;1;688;F89-13-42-b2_H4_2013_J_A5;NA;1;J;A5;interpop;Corse_H4;3;2
1216;6;6;1;6;1;6;1;6;1;690;F89-13-46-b2_H4_2013_J_A6;NA;1;J;A6;interpop;Corse_H4;3;2
1217;3;3;1;3;1;3;1;3;1;692;F89-13-46-b2_H4_2013_J_A6;NA;1;J;A6;interpop;Corse_H4;3;2
1218;4;4;1;4;1;4;1;4;1;698;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1219;4;4;1;4;1;4;1;4;1;698;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1220;6;6;1;6;1;6;1;6;1;700;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1221;4;4;1;4;1;4;1;4;1;702;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1222;3;3;1;3;1;3;1;3;1;702;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1223;3;4;0.75;4;1;4;1;4;1;704;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1224;4;4;1;4;1;4;1;4;1;704;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1225;5;5;1;5;1;5;1;5;1;706;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1226;3;3;1;3;1;3;1;3;1;708;L1130_Na1028_H1_J_B4;NA;1;J;B4;interpop;Narbonne_H1;3;2
1227;5;6;0.833333333333333;6;1;6;1;6;1;710;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1228;5;5;1;5;1;5;1;5;1;712;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1229;1;4;0.25;4;1;4;1;4;1;712;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1230;4;4;1;4;1;4;1;4;1;714;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1231;2;3;0.666666666666667;3;1;3;1;3;1;714;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1232;4;4;1;4;1;4;1;4;1;716;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1233;3;3;1;3;1;3;1;3;1;716;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1234;1;4;0.25;4;1;4;1;4;1;718;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1235;0;3;0;3;1;2;0.666666666666667;3;1;718;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1236;5;6;0.833333333333333;6;1;6;1;6;1;720;L1086_Na121_H4_J_CC5;NA;1;J;CC5;interpop;Narbonne_H4;3;2
1237;1;4;0.25;4;1;4;1;4;1;724;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;3;2
1238;0;3;0;3;1;1;0.333333333333333;1;0.333333333333333;724;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;3;2
1239;3;5;0.6;5;1;5;1;5;1;726;F89-13-156-p2_H5_J_D1;NA;1;J;D1;interpop;Corse_H5;3;2
1240;2;6;0.333333333333333;6;1;6;1;6;1;728;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;3;2
1241;5;6;0.833333333333333;6;1;6;1;5;0.833333333333333;730;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;3;2
1242;3;3;1;3;1;3;1;3;1;732;F89-13-155-p2_H1_J_E6;NA;1;J;E6;interpop;Corse_H1;3;2
1243;0;5;0;5;1;4;0.8;3;0.6;734;F89-13-156-p2_H5_J_F2;NA;1;J;F2;interpop;Corse_H5;3;2
1244;2;5;0.4;5;1;4;0.8;5;1;736;F89-13-156-p2_H5_J_F2;NA;1;J;F2;interpop;Corse_H5;3;2
1245;0;3;0;3;1;0;0;0;0;738;ESP-163-2009-10_H2_N_A0;NA;1;N;A0;interpop;Espagne_H2;3;2
1246;4;4;1;4;1;4;1;4;1;740;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1247;4;4;1;4;1;4;1;4;1;740;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1248;5;6;0.833333333333333;6;1;6;1;6;1;742;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1249;4;4;1;4;1;4;1;4;1;744;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1250;4;4;1;4;1;4;1;4;1;744;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1251;5;5;1;5;1;5;1;5;1;746;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1252;3;4;0.75;4;1;4;1;4;1;748;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1253;4;4;1;4;1;4;1;4;1;748;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1254;4;4;1;4;1;4;1;4;1;750;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1255;4;4;1;4;1;4;1;4;1;750;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1256;6;6;1;6;1;6;1;6;1;752;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1257;5;5;1;5;1;5;1;5;1;754;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1258;3;4;0.75;4;1;4;1;4;1;756;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1259;2;2;1;2;1;2;1;2;1;758;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1260;4;4;1;4;1;4;1;4;1;760;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1261;4;5;0.8;5;1;4;0.8;5;1;762;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1262;4;4;1;4;1;4;1;4;1;764;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1263;3;3;1;3;1;3;1;3;1;764;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1264;2;3;0.666666666666667;3;1;3;1;3;1;766;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1265;3;4;0.75;4;1;4;1;3;0.75;768;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1266;3;4;0.75;4;1;4;1;4;1;768;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1267;1;4;0.25;4;1;3;0.75;3;0.75;770;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1268;0;4;0;4;1;4;1;3;0.75;770;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1269;6;6;1;6;1;6;1;6;1;772;ESP-163-2009-10_H2_N_A1;NA;1;N;A1;interpop;Espagne_H2;3;3
1270;4;6;0.666666666666667;6;1;6;1;6;1;774;Inconnu?_N_A34;NA;1;N;A34;interpop;0;3;3
1271;3;4;0.75;4;1;4;1;4;1;776;Inconnu?_N_A34;NA;1;N;A34;interpop;0;3;3
1272;1;4;0.25;4;1;4;1;4;1;778;Inconnu?_N_A34;NA;1;N;A34;interpop;0;3;3
1273;1;3;0.333333333333333;3;1;3;1;3;1;778;Inconnu?_N_A34;NA;1;N;A34;interpop;0;3;3
1274;4;5;0.8;5;1;5;1;4;0.8;780;Inconnu?_N_A34;NA;1;N;A34;interpop;0;3;3
1275;0;2;0;2;1;1;0.5;1;0.5;784;Inconnu?_N_A5;NA;1;N;A5;interpop;0;3;3
1276;5;5;1;5;1;5;1;5;1;786;Inconnu?_N_A6;NA;1;N;A6;interpop;0;3;3
1277;1;2;0.5;2;1;2;1;2;1;788;Inconnu?_N_A6;NA;1;N;A6;interpop;0;3;3
1278;4;4;1;4;1;4;1;4;1;790;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;3;3
1279;2;3;0.666666666666667;3;1;3;1;3;1;790;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;3;3
1280;2;3;0.666666666666667;3;1;3;1;3;1;792;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;3;3
1281;0;3;0;3;1;3;1;2;0.666666666666667;794;L1110b_Na326_H5_N_AA5;NA;1;N;AA5;interpop;Narbonne_H5;3;3
1282;3;4;0.75;4;1;4;1;4;1;796;F89-13-156-p2_H5_N_B6;NA;1;N;B6;interpop;Corse_H5;3;3
1283;3;3;1;3;1;3;1;3;1;796;F89-13-156-p2_H5_N_B6;NA;1;N;B6;interpop;Corse_H5;3;3
1284;4;4;1;4;1;4;1;4;1;798;F89-13-101-r2_H1_N_C1;NA;1;N;C1;interpop;Corse_H1;3;3
1285;0;4;0;4;1;4;1;1;0.25;800;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1286;0;3;0;3;1;3;1;3;1;800;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1287;2;4;0.5;4;1;4;1;4;1;802;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1288;0;3;0;3;1;3;1;3;1;802;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1289;5;6;0.833333333333333;6;1;6;1;6;1;804;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1290;1;4;0.25;4;1;4;1;4;1;806;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1291;1;4;0.25;4;1;4;1;2;0.5;806;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1292;3;4;0.75;4;1;4;1;4;1;808;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1293;2;4;0.5;4;1;4;1;4;1;808;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1294;0;4;0;4;1;4;1;3;0.75;810;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1295;0;3;0;3;1;2;0.666666666666667;1;0.333333333333333;810;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1296;1;4;0.25;4;1;4;1;4;1;812;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1297;1;3;0.333333333333333;3;1;3;1;3;1;812;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1298;1;4;0.25;4;1;4;1;3;0.75;814;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1299;3;3;1;3;1;3;1;3;1;814;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1300;0;6;0;6;1;1;0.166666666666667;1;0.166666666666667;816;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1301;0;6;0;6;1;4;0.666666666666667;2;0.333333333333333;818;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1302;2;6;0.333333333333333;6;1;5;0.833333333333333;6;1;820;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1303;0;4;0;4;1;3;0.75;3;0.75;822;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1304;0;3;0;3;1;1;0.333333333333333;0;0;822;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1305;4;4;1;4;1;4;1;4;1;824;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;3
1306;3;3;1;3;1;3;1;3;1;824;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1307;4;4;1;4;1;4;1;4;1;826;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1308;3;3;1;3;1;3;1;3;1;826;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1309;5;5;1;5;1;5;1;5;1;828;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1310;5;5;1;5;1;5;1;5;1;830;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1311;2;6;0.333333333333333;5;0.833333333333333;4;0.666666666666667;4;0.666666666666667;832;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1312;3;3;1;3;1;3;1;3;1;834;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1313;2;3;0.666666666666667;3;1;2;0.666666666666667;2;0.666666666666667;836;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1314;3;3;1;3;1;3;1;3;1;838;L1130_Na1028_H1_N_C4;NA;1;N;C4;interpop;Narbonne_H1;3;4
1315;0;2;0;2;1;0;0;1;0.5;840;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;3;4
1316;4;4;1;4;1;4;1;4;1;842;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;3;4
1317;5;5;1;5;1;4;0.8;5;1;844;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;3;4
1318;2;4;0.5;4;1;3;0.75;2;0.5;846;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;3;4
1319;5;5;1;5;1;5;1;5;1;848;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;3;4
1320;1;3;0.333333333333333;3;1;3;1;1;0.333333333333333;850;F89-13-155-p2_H1_N_C6;NA;1;N;C6;interpop;Corse_H1;3;4
1321;4;5;0.8;5;1;5;1;5;1;852;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;3;4
1322;5;5;1;5;1;5;1;5;1;854;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;3;4
1323;4;5;0.8;5;1;4;0.8;5;1;856;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;3;4
1324;3;3;1;3;1;3;1;3;1;858;L1110b_Na326_H5_N_CC1;NA;1;N;CC1;interpop;Narbonne_H5;3;4
1325;4;5;0.8;5;1;5;1;5;1;860;L1125_Na657_H8_N_D1;NA;1;N;D1;interpop;Narbonne_H8;3;4
1326;2;5;0.4;5;1;5;1;5;1;862;L1096b_Na156_H4_N_D6;NA;1;N;D6;interpop;Narbonne_H4;3;4
1327;2;4;0.5;4;1;4;1;4;1;864;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1328;3;3;1;3;1;3;1;3;1;864;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1329;3;4;0.75;4;1;4;1;4;1;866;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1330;4;4;1;4;1;4;1;4;1;866;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1331;4;4;1;4;1;4;1;4;1;868;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1332;4;4;1;4;1;4;1;4;1;868;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1333;4;4;1;4;1;4;1;4;1;870;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1334;3;3;1;3;1;3;1;3;1;870;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1335;4;5;0.8;5;1;5;1;5;1;872;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1336;4;4;1;4;1;4;1;4;1;874;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1337;2;3;0.666666666666667;3;1;3;1;3;1;874;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1338;5;6;0.833333333333333;6;1;6;1;6;1;876;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1339;0;3;0;3;1;3;1;3;1;878;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1340;3;4;0.75;4;1;4;1;4;1;880;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1341;3;3;1;3;1;3;1;3;1;880;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1342;3;4;0.75;4;1;4;1;4;1;882;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1343;3;3;1;3;1;3;1;3;1;882;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1344;3;4;0.75;4;1;4;1;4;1;884;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1345;1;3;0.333333333333333;3;1;3;1;3;1;884;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1346;2;4;0.5;4;1;4;1;4;1;886;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1347;3;3;1;3;1;3;1;3;1;886;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1348;2;4;0.5;4;1;4;1;4;1;888;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1349;4;5;0.8;5;1;5;1;5;1;890;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1350;5;6;0.833333333333333;6;1;6;1;6;1;892;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1351;2;2;1;2;1;2;1;2;1;894;F89-13-46-b2_H4_2013_N_E1;NA;1;N;E1;interpop;Corse_H4;3;4
1352;4;4;1;4;1;4;1;4;1;896;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1353;4;4;1;4;1;4;1;4;1;896;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1354;2;4;0.5;4;1;4;1;4;1;898;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1355;3;4;0.75;4;1;4;1;4;1;898;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1356;2;4;0.5;4;1;4;1;4;1;900;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1357;1;4;0.25;4;1;4;1;4;1;900;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1358;3;4;0.75;4;1;4;1;4;1;902;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1359;1;3;0.333333333333333;3;1;3;1;2;0.666666666666667;902;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1360;1;4;0.25;4;1;4;1;4;1;904;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1361;2;3;0.666666666666667;3;1;3;1;3;1;904;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1362;3;5;0.6;5;1;5;1;5;1;906;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1363;1;3;0.333333333333333;3;1;3;1;3;1;908;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1364;4;5;0.8;5;1;5;1;5;1;910;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
1365;3;6;0.5;6;1;6;1;6;1;912;L1086_Na121_H4_N_E3;NA;1;N;E3;interpop;Narbonne_H4;3;4
627bis;4;4;1;4;1;4;1;4;1;603;L1130_Na1028_H1_I_CC5bis;NA;1;I;CC5bis;interpop;Narbonne_H1;2;4
