IDBox;Plant;Zone;Plan;Quadrat;UniqueQuadrat;PositionQuad;UniqueGeno;IDPod;Block;Plate;PositionPlate;NbSeed;IDSeed;Base;SwellingDate;Swell;RadicleDate;Rad;CotyledonDate;Cot;Viability;SampleDate;Conta;time_flo;L_max_flo;TotalNbPods;NumSeedPlant
668;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;649;2;5;2;8;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;15-juin;;18;4;8;58
669;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;649;2;5;1;8;1;6-juin;07-juin;0;08-juin;1;14-juin;1;1;14-juin;;18;4;8;58
669;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;649;2;5;1;8;2;6-juin;07-juin;0;08-juin;1;14-juin;1;1;14-juin;;18;4;8;58
669;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;649;2;5;1;8;3;6-juin;06-juin;1;08-juin;1;12-juin;1;1;14-juin;;18;4;8;58
669;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;649;2;5;1;8;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;18;4;8;58
670;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;2;8;1;6-juin;07-juin;0;09-juin;1;10-juin;1;0;13-juin;;18;4;8;58
670;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;2;8;2;6-juin;07-juin;0;08-juin;1;13-juin;1;1;13-juin;;18;4;8;58
670;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;2;8;3;6-juin;07-juin;0;10-juin;1;10-juin;1;0;13-juin;;18;4;8;58
670;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;2;8;4;6-juin;07-juin;0;08-juin;1;12-juin;1;0;13-juin;;18;4;8;58
671;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;1;8;1;6-juin;06-juin;1;08-juin;1;14-juin;1;1;14-juin;;18;4;8;58
671;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;1;8;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;18;4;8;58
671;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;1;8;3;6-juin;07-juin;0;09-juin;1;13-juin;1;1;14-juin;;18;4;8;58
671;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;651;2;5;1;8;4;6-juin;06-juin;1;08-juin;1;10-juin;1;1;14-juin;;18;4;8;58
672;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;653;2;5;2;7;1;6-juin;07-juin;0;08-juin;1;12-juin;1;1;15-juin;;18;4;8;58
672;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;653;2;5;2;7;2;6-juin;07-juin;0;08-juin;1;14-juin;1;0;15-juin;;18;4;8;58
672;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;653;2;5;2;7;3;6-juin;07-juin;0;08-juin;1;;0;0;15-juin;;18;4;8;58
672;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;653;2;5;2;7;4;6-juin;07-juin;0;08-juin;1;14-juin;1;1;15-juin;;18;4;8;58
673;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;653;2;5;1;7;1;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;18;4;8;58
673;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;653;2;5;1;7;2;6-juin;07-juin;0;09-juin;1;12-juin;1;1;14-juin;;18;4;8;58
673;L1130_Na1028_H1_I_F5;;interpop;I;I;F5;Narbonne_H1;653;2;5;1;7;3;6-juin;07-juin;0;08-juin;1;14-juin;1;1;14-juin;;18;4;8;58
674;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;655;2;5;2;7;1;6-juin;07-juin;0;08-juin;1;;0;0;13-juin;;3;11;25;173
674;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;655;2;5;2;7;2;6-juin;07-juin;0;;0;;0;0;;;3;11;25;173
674;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;655;2;5;2;7;3;6-juin;07-juin;0;12-juin;1;12-juin;1;0;13-juin;;3;11;25;173
674;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;655;2;5;2;7;4;6-juin;07-juin;0;10-juin;1;12-juin;1;0;13-juin;;3;11;25;173
675;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;655;2;5;1;7;1;6-juin;07-juin;0;10-juin;1;12-juin;1;0;16-juin;;3;11;25;173
675;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;655;2;5;1;7;2;6-juin;07-juin;0;08-juin;1;16-juin;1;0;16-juin;;3;11;25;173
675;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;655;2;5;1;7;3;6-juin;07-juin;0;08-juin;1;16-juin;1;0;16-juin;;3;11;25;173
676;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;657;2;5;2;7;1;6-juin;07-juin;0;08-juin;1;12-juin;1;1;15-juin;;3;11;25;173
676;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;657;2;5;2;7;2;6-juin;06-juin;1;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
676;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;657;2;5;2;7;3;6-juin;07-juin;0;08-juin;1;15-juin;1;0;15-juin;;3;11;25;173
676;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;657;2;5;2;7;4;6-juin;07-juin;0;10-juin;1;12-juin;1;0;15-juin;;3;11;25;173
677;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;657;2;5;1;7;1;6-juin;07-juin;0;09-juin;1;14-juin;1;0;16-juin;;3;11;25;173
677;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;657;2;5;1;7;2;6-juin;07-juin;0;08-juin;1;14-juin;1;0;16-juin;;3;11;25;173
677;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;657;2;5;1;7;3;6-juin;07-juin;0;12-juin;1;12-juin;1;0;16-juin;;3;11;25;173
678;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;2;8;1;6-juin;07-juin;0;;0;14-juin;1;0;14-juin;;3;11;25;173
678;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;2;8;2;6-juin;07-juin;0;09-juin;1;14-juin;1;1;14-juin;;3;11;25;173
678;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;2;8;3;6-juin;07-juin;0;12-juin;1;12-juin;1;0;14-juin;;3;11;25;173
678;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;2;8;4;6-juin;06-juin;1;10-juin;1;12-juin;1;1;14-juin;;3;11;25;173
679;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;1;8;1;6-juin;07-juin;0;;0;;0;0;;;3;11;25;173
679;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;1;8;2;6-juin;07-juin;0;;0;;0;0;;;3;11;25;173
679;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;1;8;3;6-juin;07-juin;0;;0;;0;0;;;3;11;25;173
679;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;659;2;5;1;8;4;6-juin;07-juin;0;;0;;0;0;;;3;11;25;173
680;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;2;8;1;6-juin;07-juin;0;09-juin;1;14-juin;1;0;16-juin;;3;11;25;173
680;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;2;8;2;6-juin;07-juin;0;12-juin;1;14-juin;1;0;16-juin;;3;11;25;173
680;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;2;8;3;6-juin;06-juin;1;10-juin;1;13-juin;1;0;16-juin;;3;11;25;173
680;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;2;8;4;6-juin;06-juin;1;12-juin;1;13-juin;1;0;16-juin;;3;11;25;173
681;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;1;8;1;6-juin;06-juin;1;10-juin;1;14-juin;1;1;14-juin;;3;11;25;173
681;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;1;8;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;3;11;25;173
681;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;1;8;3;6-juin;06-juin;1;08-juin;1;12-juin;1;1;14-juin;;3;11;25;173
681;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;661;2;5;1;8;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;3;11;25;173
682;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;2;8;1;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;3;11;25;173
682;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;2;8;2;6-juin;07-juin;0;08-juin;1;10-juin;1;1;14-juin;;3;11;25;173
682;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;2;8;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;3;11;25;173
682;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;2;8;4;6-juin;07-juin;0;08-juin;1;14-juin;1;1;14-juin;;3;11;25;173
683;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;1;8;1;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
683;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;1;8;2;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
683;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;1;8;3;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
683;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;663;2;5;1;8;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
684;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;665;2;5;2;5;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
684;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;665;2;5;2;5;2;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
684;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;665;2;5;2;5;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
684;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;665;2;5;2;5;4;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
684;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;665;2;5;2;5;5;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
685;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;1;8;1;6-juin;06-juin;1;;0;;0;0;;;3;11;25;173
685;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;1;8;2;6-juin;07-juin;0;09-juin;1;;0;0;15-juin;;3;11;25;173
685;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;1;8;3;6-juin;07-juin;0;09-juin;1;10-juin;1;1;15-juin;;3;11;25;173
685;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;1;8;4;6-juin;07-juin;0;08-juin;1;13-juin;1;0;15-juin;;3;11;25;173
686;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;2;8;1;6-juin;07-juin;0;09-juin;1;12-juin;1;1;14-juin;;3;11;25;173
686;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;2;8;2;6-juin;07-juin;0;09-juin;1;12-juin;1;1;14-juin;;3;11;25;173
686;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;2;8;3;6-juin;07-juin;0;;0;12-juin;1;0;14-juin;;3;11;25;173
686;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;667;2;5;2;8;4;6-juin;07-juin;0;09-juin;1;14-juin;1;1;14-juin;;3;11;25;173
687;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;669;2;5;1;7;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
687;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;669;2;5;1;7;2;6-juin;06-juin;1;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
687;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;669;2;5;1;7;3;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
687;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;669;2;5;1;7;4;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
688;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;669;2;5;2;7;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
688;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;669;2;5;2;7;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
688;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;669;2;5;2;7;3;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
689;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;1;8;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
689;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;1;8;2;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
689;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;1;8;3;6-juin;06-juin;1;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
689;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;1;8;4;6-juin;06-juin;1;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
690;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;2;8;1;6-juin;09-juin;0;10-juin;1;12-juin;1;1;13-juin;;3;11;25;173
690;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;2;8;2;6-juin;06-juin;1;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
690;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;2;8;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
690;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;671;2;5;2;8;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
691;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;673;2;5;1;5;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
691;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;673;2;5;1;5;2;6-juin;07-juin;0;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
691;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;673;2;5;1;5;3;6-juin;07-juin;0;08-juin;1;15-juin;1;0;15-juin;;3;11;25;173
691;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;673;2;5;1;5;4;6-juin;07-juin;0;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
691;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;673;2;5;1;5;5;6-juin;06-juin;1;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
692;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;2;8;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
692;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;2;8;2;6-juin;06-juin;1;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
692;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;2;8;3;6-juin;07-juin;0;08-juin;1;14-juin;1;0;15-juin;;3;11;25;173
692;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;2;8;4;6-juin;07-juin;0;08-juin;1;13-juin;1;0;15-juin;;3;11;25;173
693;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;1;8;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
693;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;1;8;2;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
693;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;1;8;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
693;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;675;2;5;1;8;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
694;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;677;2;5;2;7;1;6-juin;07-juin;0;08-juin;1;13-juin;1;1;13-juin;;3;11;25;173
694;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;677;2;5;2;7;2;6-juin;07-juin;0;09-juin;1;12-juin;1;1;13-juin;;3;11;25;173
694;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;677;2;5;2;7;3;6-juin;07-juin;0;09-juin;1;12-juin;1;1;13-juin;;3;11;25;173
694;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;677;2;5;2;7;4;6-juin;06-juin;1;08-juin;1;12-juin;1;1;13-juin;;3;11;25;173
695;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;677;2;5;1;7;1;6-juin;07-juin;0;09-juin;1;12-juin;1;1;13-juin;;3;11;25;173
695;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;677;2;5;1;7;2;6-juin;07-juin;0;09-juin;1;10-juin;1;1;13-juin;;3;11;25;173
695;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;677;2;5;1;7;3;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;3;11;25;173
696;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;679;2;5;2;5;1;6-juin;07-juin;0;08-juin;1;12-juin;1;0;15-juin;;3;11;25;173
696;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;679;2;5;2;5;2;6-juin;07-juin;0;08-juin;1;10-juin;1;1;15-juin;;3;11;25;173
696;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;679;2;5;2;5;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;15-juin;;3;11;25;173
696;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;679;2;5;2;5;4;6-juin;07-juin;0;08-juin;1;15-juin;1;0;15-juin;;3;11;25;173
696;F89-13-156-p2_H5_J_A1;;interpop;J;J;A1;Corse_H5;679;2;5;2;5;5;6-juin;07-juin;0;08-juin;1;14-juin;1;0;15-juin;;3;11;25;173
697;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;681;2;5;1;5;1;6-juin;06-juin;1;08-juin;1;14-juin;1;1;15-juin;;11;4.5;13;48
697;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;681;2;5;1;5;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;15-juin;;11;4.5;13;48
697;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;681;2;5;1;5;3;6-juin;07-juin;0;09-juin;1;15-juin;1;1;15-juin;;11;4.5;13;48
697;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;681;2;5;1;5;4;6-juin;06-juin;1;08-juin;1;10-juin;1;1;15-juin;;11;4.5;13;48
697;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;681;2;5;1;5;5;6-juin;06-juin;1;08-juin;1;12-juin;1;1;15-juin;;11;4.5;13;48
698;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;683;2;5;2;7;1;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
698;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;683;2;5;2;7;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
698;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;683;2;5;2;7;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
698;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;683;2;5;2;7;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
699;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;683;2;5;1;7;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;11;4.5;13;48
699;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;683;2;5;1;7;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
699;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;683;2;5;1;7;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
700;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;685;2;5;2;6;1;6-juin;06-juin;1;08-juin;1;10-juin;1;1;13-juin;;11;4.5;13;48
700;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;685;2;5;2;6;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
700;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;685;2;5;2;6;3;6-juin;07-juin;0;08-juin;1;13-juin;1;1;13-juin;;11;4.5;13;48
700;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;685;2;5;2;6;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
700;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;685;2;5;2;6;5;6-juin;06-juin;1;09-juin;1;10-juin;1;1;13-juin;;11;4.5;13;48
700;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;685;2;5;2;6;6;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
701;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;687;2;5;1;6;1;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;11;4.5;13;48
701;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;687;2;5;1;6;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
701;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;687;2;5;1;6;3;6-juin;06-juin;1;09-juin;1;12-juin;1;0;13-juin;;11;4.5;13;48
701;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;687;2;5;1;6;4;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4.5;13;48
701;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;687;2;5;1;6;5;6-juin;07-juin;0;08-juin;1;10-juin;1;1;13-juin;;11;4.5;13;48
701;F89-13-42-b2_H4_2013_J_A5;;interpop;J;J;A5;Corse_H4;687;2;5;1;6;6;6-juin;07-juin;0;08-juin;1;13-juin;1;0;13-juin;;11;4.5;13;48
702;F89-13-46-b2_H4_2013_J_A6;;interpop;J;J;A6;Corse_H4;691;2;5;2;3;1;6-juin;07-juin;0;09-juin;1;14-juin;1;1;13-juin;;11;4;7;12
702;F89-13-46-b2_H4_2013_J_A6;;interpop;J;J;A6;Corse_H4;691;2;5;2;3;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;13-juin;;11;4;7;12
702;F89-13-46-b2_H4_2013_J_A6;;interpop;J;J;A6;Corse_H4;691;2;5;2;3;3;6-juin;07-juin;0;10-juin;1;12-juin;1;1;13-juin;;11;4;7;12
703;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;697;2;5;1;6;1;6-juin;07-juin;0;08-juin;1;14-juin;1;1;14-juin;;21.5;5.5;14;73
703;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;697;2;5;1;6;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;21.5;5.5;14;73
703;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;697;2;5;1;6;3;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;21.5;5.5;14;73
703;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;697;2;5;1;6;4;6-juin;07-juin;0;08-juin;1;12-juin;1;0;14-juin;;21.5;5.5;14;73
703;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;697;2;5;1;6;5;6-juin;07-juin;0;08-juin;1;10-juin;1;1;14-juin;;21.5;5.5;14;73
703;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;697;2;5;1;6;6;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;21.5;5.5;14;73
704;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;699;2;5;2;6;1;6-juin;07-juin;0;08-juin;1;14-juin;1;1;14-juin;;21.5;5.5;14;73
704;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;699;2;5;2;6;2;6-juin;07-juin;0;08-juin;1;12-juin;1;1;14-juin;;21.5;5.5;14;73
704;L1130_Na1028_H1_J_B4;;interpop;J;J;B4;Narbonne_H1;699;2;5;2;6;3;6-juin;07-juin;0;08-juin;1;10-juin;1;1;14-juin;;21.5;5.5;14;73
