IDBox;Plant;Zone;Plan;Quadrat;UniqueQuadrat;PositionQuad;UniqueGeno;IDPod;Block;Plate;PositionPlate;NbSeed;IDSeed;Base;SwellingDate;Swell;RadicleDate;Rad;CotyledonDate;Cot;Viability;SampleDate;Conta;time_flo;L_max_flo;TotalNbPods;NumSeedPlant
29;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;32;1;1;1;5;4;17-mai;18-mai;0;22-mai;1;25-mai;1;1;26-mai;;5.5;4;8;44
29;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;32;1;1;1;5;5;17-mai;18-mai;0;20-mai;1;26-mai;1;1;26-mai;;5.5;4;8;44
30;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;33;1;1;2;6;1;17-mai;19-mai;0;20-mai;1;22-mai;1;1;24-mai;;5.5;4;8;44
30;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;33;1;1;2;6;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;5.5;4;8;44
30;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;33;1;1;2;6;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;5.5;4;8;44
30;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;33;1;1;2;6;4;17-mai;17-mai;1;20-mai;1;22-mai;1;1;24-mai;;5.5;4;8;44
30;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;33;1;1;2;6;5;17-mai;17-mai;1;20-mai;1;22-mai;1;1;24-mai;;5.5;4;8;44
30;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;33;1;1;2;6;6;17-mai;17-mai;1;22-mai;1;;0;0;;;5.5;4;8;44
31;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;34;1;1;1;6;1;17-mai;17-mai;1;20-mai;1;25-mai;1;1;25-mai;;5.5;4;8;44
31;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;34;1;1;1;6;2;17-mai;17-mai;1;20-mai;1;25-mai;1;1;25-mai;;5.5;4;8;44
31;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;34;1;1;1;6;3;17-mai;18-mai;0;20-mai;1;;0;1;25-mai;;5.5;4;8;44
31;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;34;1;1;1;6;4;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;5.5;4;8;44
31;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;34;1;1;1;6;5;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;5.5;4;8;44
31;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;34;1;1;1;6;6;17-mai;18-mai;0;19-mai;1;22-mai;1;1;25-mai;;5.5;4;8;44
32;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;35;1;1;2;6;1;17-mai;19-mai;0;20-mai;1;22-mai;1;1;26-mai;;5.5;4;8;44
32;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;35;1;1;2;6;2;17-mai;18-mai;0;20-mai;1;26-mai;1;0;26-mai;;5.5;4;8;44
32;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;35;1;1;2;6;3;17-mai;17-mai;1;20-mai;1;22-mai;1;1;26-mai;;5.5;4;8;44
32;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;35;1;1;2;6;4;17-mai;18-mai;0;22-mai;1;26-mai;1;1;26-mai;;5.5;4;8;44
32;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;35;1;1;2;6;5;17-mai;17-mai;1;20-mai;1;22-mai;1;1;26-mai;;5.5;4;8;44
32;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;35;1;1;2;6;6;17-mai;18-mai;0;22-mai;1;;0;0;;;5.5;4;8;44
33;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;36;1;1;1;6;1;17-mai;17-mai;1;20-mai;1;26-mai;1;1;27-mai;;5.5;4;8;44
33;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;36;1;1;1;6;2;17-mai;17-mai;1;20-mai;1;22-mai;1;1;27-mai;;5.5;4;8;44
33;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;36;1;1;1;6;3;17-mai;18-mai;0;20-mai;1;26-mai;1;1;27-mai;;5.5;4;8;44
33;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;36;1;1;1;6;4;17-mai;18-mai;0;;0;24-mai;1;0;;24-mai;5.5;4;8;44
33;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;36;1;1;1;6;5;17-mai;17-mai;1;;0;26-mai;1;0;27-mai;;5.5;4;8;44
33;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;36;1;1;1;6;6;17-mai;17-mai;1;20-mai;1;26-mai;1;0;27-mai;;5.5;4;8;44
34;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;37;1;1;2;5;1;17-mai;17-mai;1;20-mai;1;24-mai;1;1;26-mai;;5.5;4;8;44
34;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;37;1;1;2;5;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;26-mai;;5.5;4;8;44
34;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;37;1;1;2;5;3;17-mai;17-mai;1;20-mai;1;22-mai;1;1;26-mai;;5.5;4;8;44
34;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;37;1;1;2;5;4;17-mai;17-mai;1;20-mai;1;22-mai;1;0;26-mai;;5.5;4;8;44
34;L1105_Na21_H2 _3_12_C3;3;Intrapop;12;Z3Q12;C3;Narbonne_H2;37;1;1;2;5;5;17-mai;17-mai;1;;0;26-mai;1;0;26-mai;;5.5;4;8;44
35;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;38;1;1;1;6;1;17-mai;17-mai;1;;0;;0;0;25-mai;;0;4;13;69
35;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;38;1;1;1;6;2;17-mai;17-mai;1;20-mai;1;25-mai;1;1;25-mai;;0;4;13;69
35;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;38;1;1;1;6;3;17-mai;18-mai;0;20-mai;1;24-mai;1;1;25-mai;;0;4;13;69
35;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;38;1;1;1;6;4;17-mai;18-mai;0;22-mai;1;22-mai;1;0;25-mai;;0;4;13;69
35;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;38;1;1;1;6;5;17-mai;18-mai;0;20-mai;1;25-mai;1;1;25-mai;;0;4;13;69
35;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;38;1;1;1;6;6;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
36;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;39;1;1;2;3;1;17-mai;18-mai;0;20-mai;1;26-mai;1;1;26-mai;;0;4;13;69
36;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;39;1;1;2;3;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
36;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;39;1;1;2;3;3;17-mai;17-mai;1;20-mai;1;24-mai;1;1;26-mai;;0;4;13;69
37;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;40;1;1;1;7;1;17-mai;18-mai;0;;0;24-mai;1;0;26-mai;24-mai;0;4;13;69
37;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;40;1;1;1;7;2;17-mai;17-mai;1;22-mai;1;25-mai;1;1;26-mai;;0;4;13;69
37;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;40;1;1;1;7;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
37;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;40;1;1;1;7;4;17-mai;17-mai;1;22-mai;1;26-mai;1;1;26-mai;;0;4;13;69
38;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;40;1;1;2;7;1;17-mai;18-mai;0;20-mai;1;23-mai;1;0;27-mai;;0;4;13;69
38;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;40;1;1;2;7;2;17-mai;17-mai;1;22-mai;1;26-mai;1;0;27-mai;;0;4;13;69
38;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;40;1;1;2;7;3;17-mai;17-mai;1;20-mai;1;25-mai;1;1;27-mai;;0;4;13;69
39;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;41;1;1;1;6;1;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
39;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;41;1;1;1;6;2;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
39;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;41;1;1;1;6;3;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
39;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;41;1;1;1;6;4;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
39;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;41;1;1;1;6;5;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
39;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;41;1;1;1;6;6;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
40;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;42;1;1;2;5;1;17-mai;17-mai;1;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
40;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;42;1;1;2;5;2;17-mai;18-mai;0;20-mai;1;25-mai;1;0;26-mai;;0;4;13;69
40;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;42;1;1;2;5;3;17-mai;17-mai;1;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
40;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;42;1;1;2;5;4;17-mai;17-mai;1;22-mai;1;26-mai;1;0;26-mai;;0;4;13;69
40;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;42;1;1;2;5;5;17-mai;17-mai;1;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
41;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;43;1;1;1;5;1;17-mai;17-mai;1;20-mai;1;23-mai;1;0;26-mai;;0;4;13;69
41;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;43;1;1;1;5;2;17-mai;18-mai;0;20-mai;1;24-mai;1;1;26-mai;;0;4;13;69
41;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;43;1;1;1;5;3;17-mai;17-mai;1;20-mai;1;25-mai;1;1;26-mai;;0;4;13;69
41;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;43;1;1;1;5;4;17-mai;17-mai;1;20-mai;1;24-mai;1;1;26-mai;;0;4;13;69
41;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;43;1;1;1;5;5;17-mai;17-mai;1;20-mai;1;23-mai;1;1;26-mai;;0;4;13;69
42;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;44;1;1;2;5;1;17-mai;18-mai;0;20-mai;1;;0;0;27-mai;;0;4;13;69
42;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;44;1;1;2;5;2;17-mai;17-mai;1;20-mai;1;22-mai;1;1;27-mai;;0;4;13;69
42;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;44;1;1;2;5;3;17-mai;17-mai;1;20-mai;1;22-mai;1;1;27-mai;;0;4;13;69
42;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;44;1;1;2;5;4;17-mai;18-mai;0;20-mai;1;26-mai;1;1;27-mai;;0;4;13;69
42;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;44;1;1;2;5;5;17-mai;18-mai;0;20-mai;1;23-mai;1;1;27-mai;;0;4;13;69
43;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;45;1;1;1;4;1;17-mai;18-mai;0;22-mai;1;;0;0;26-mai;;0;4;13;69
43;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;45;1;1;1;4;2;17-mai;17-mai;1;20-mai;1;24-mai;1;1;26-mai;;0;4;13;69
43;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;45;1;1;1;4;3;17-mai;17-mai;1;20-mai;1;24-mai;1;1;26-mai;;0;4;13;69
43;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;45;1;1;1;4;4;17-mai;18-mai;0;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
44;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;46;1;1;2;6;1;17-mai;18-mai;0;22-mai;1;24-mai;1;0;26-mai;;0;4;13;69
44;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;46;1;1;2;6;2;17-mai;17-mai;1;20-mai;1;25-mai;1;1;26-mai;;0;4;13;69
44;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;46;1;1;2;6;3;17-mai;18-mai;0;22-mai;1;;0;0;26-mai;;0;4;13;69
44;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;46;1;1;2;6;4;17-mai;18-mai;0;22-mai;1;;0;0;26-mai;;0;4;13;69
44;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;46;1;1;2;6;5;17-mai;18-mai;0;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
44;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;46;1;1;2;6;6;17-mai;18-mai;0;20-mai;1;24-mai;1;1;26-mai;;0;4;13;69
45;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;47;1;1;1;7;1;17-mai;17-mai;1;20-mai;1;22-mai;1;1;24-mai;;0;4;13;69
45;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;47;1;1;1;7;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;0;4;13;69
45;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;47;1;1;1;7;3;17-mai;18-mai;0;20-mai;1;23-mai;1;1;24-mai;;0;4;13;69
45;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;47;1;1;1;7;4;17-mai;18-mai;0;22-mai;1;22-mai;1;0;24-mai;;0;4;13;69
46;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;47;1;1;2;7;1;17-mai;17-mai;1;20-mai;1;24-mai;1;1;24-mai;;0;4;13;69
46;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;47;1;1;2;7;2;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;0;4;13;69
46;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;47;1;1;2;7;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;24-mai;;0;4;13;69
47;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;48;1;1;1;3;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
47;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;48;1;1;1;3;2;17-mai;17-mai;1;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
47;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;48;1;1;1;3;3;17-mai;19-mai;0;20-mai;1;22-mai;1;1;25-mai;;0;4;13;69
48;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;49;1;1;2;6;1;17-mai;18-mai;0;20-mai;1;25-mai;1;1;26-mai;;0;4;13;69
48;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;49;1;1;2;6;2;17-mai;18-mai;0;20-mai;1;26-mai;1;1;26-mai;;0;4;13;69
48;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;49;1;1;2;6;3;17-mai;19-mai;0;20-mai;1;26-mai;1;1;26-mai;;0;4;13;69
48;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;49;1;1;2;6;4;17-mai;18-mai;0;20-mai;1;;0;0;;;0;4;13;69
48;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;49;1;1;2;6;5;17-mai;17-mai;1;20-mai;1;22-mai;1;1;26-mai;;0;4;13;69
48;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;49;1;1;2;6;6;17-mai;18-mai;0;20-mai;1;26-mai;1;1;26-mai;;0;4;13;69
49;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;50;1;1;1;6;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;27-mai;;0;4;13;69
49;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;50;1;1;1;6;2;17-mai;18-mai;0;20-mai;1;25-mai;1;1;27-mai;;0;4;13;69
49;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;50;1;1;1;6;3;17-mai;19-mai;0;20-mai;1;22-mai;1;0;27-mai;;0;4;13;69
49;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;50;1;1;1;6;4;17-mai;19-mai;0;20-mai;1;22-mai;1;1;27-mai;;0;4;13;69
49;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;50;1;1;1;6;5;17-mai;18-mai;0;20-mai;1;22-mai;1;1;27-mai;;0;4;13;69
49;426_A_H11.5 _3_12_C5;3;Intrapop;12;Z3Q12;C5;Narbonne_H11.5;50;1;1;1;6;6;17-mai;19-mai;0;20-mai;1;26-mai;1;0;27-mai;;0;4;13;69
50;L1110b_Na326_H5 _3_12_E6;3;Intrapop;12;Z3Q12;E6;Narbonne_H5;51;1;1;2;3;1;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;12;2;1;3
50;L1110b_Na326_H5 _3_12_E6;3;Intrapop;12;Z3Q12;E6;Narbonne_H5;51;1;1;2;3;2;17-mai;18-mai;0;20-mai;1;23-mai;1;1;25-mai;;12;2;1;3
50;L1110b_Na326_H5 _3_12_E6;3;Intrapop;12;Z3Q12;E6;Narbonne_H5;51;1;1;2;3;3;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;12;2;1;3
51;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;52;1;1;1;5;1;17-mai;17-mai;1;;0;;0;0;;;15;4;12;23
51;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;52;1;1;1;5;2;17-mai;19-mai;0;;0;;0;0;;;15;4;12;23
51;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;52;1;1;1;5;3;17-mai;18-mai;0;20-mai;1;26-mai;1;0;27-mai;;15;4;12;23
51;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;52;1;1;1;5;4;17-mai;17-mai;1;22-mai;1;26-mai;1;0;27-mai;;15;4;12;23
51;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;52;1;1;1;5;5;17-mai;17-mai;1;22-mai;1;26-mai;1;0;27-mai;;15;4;12;23
52;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;53;1;1;2;5;1;17-mai;17-mai;1;20-mai;1;;0;0;;;15;4;12;23
52;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;53;1;1;2;5;2;17-mai;17-mai;1;20-mai;1;25-mai;1;1;26-mai;;15;4;12;23
52;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;53;1;1;2;5;3;17-mai;18-mai;0;20-mai;1;;0;0;;23-mai;15;4;12;23
52;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;53;1;1;2;5;4;17-mai;17-mai;1;22-mai;1;;0;0;;23-mai;15;4;12;23
52;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;53;1;1;2;5;5;17-mai;17-mai;1;20-mai;1;;0;0;;;15;4;12;23
53;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;54;1;1;1;2;1;17-mai;17-mai;1;22-mai;1;;0;0;25-mai;;15;4;12;23
53;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;54;1;1;1;2;2;17-mai;17-mai;1;;0;;0;0;25-mai;23-mai;15;4;12;23
54;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;55;1;1;2;5;1;17-mai;17-mai;1;20-mai;1;24-mai;1;1;25-mai;;15;4;12;23
54;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;55;1;1;2;5;2;17-mai;17-mai;1;22-mai;1;;0;0;25-mai;23-mai;15;4;12;23
54;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;55;1;1;2;5;3;17-mai;17-mai;1;;0;;0;0;;23-mai;15;4;12;23
54;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;55;1;1;2;5;4;17-mai;17-mai;1;22-mai;1;;0;0;25-mai;;15;4;12;23
54;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;55;1;1;2;5;5;17-mai;18-mai;0;20-mai;1;22-mai;1;1;25-mai;;15;4;12;23
55;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;56;1;1;1;4;1;17-mai;17-mai;1;;0;;0;0;;;15;4;12;23
55;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;56;1;1;1;4;2;17-mai;17-mai;1;18-mai;1;;0;0;;;15;4;12;23
55;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;56;1;1;1;4;3;17-mai;17-mai;1;18-mai;1;23-mai;1;0;;;15;4;12;23
55;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;56;1;1;1;4;4;17-mai;17-mai;1;22-mai;1;26-mai;1;0;26-mai;;15;4;12;23
56;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;57;1;1;2;2;1;17-mai;17-mai;1;22-mai;1;;0;0;27-mai;;15;4;12;23
56;L1096b_Na156_H4 _3_12_F2;3;Intrapop;12;Z3Q12;F2;Narbonne_H4;57;1;1;2;2;2;17-mai;17-mai;1;22-mai;1;;0;0;27-mai;;15;4;12;23
57;L1125_Na657_H8 _3_12_F3;3;Intrapop;12;Z3Q12;F3;Narbonne_H8;59;1;1;1;7;1;17-mai;18-mai;0;22-mai;1;23-mai;1;0;26-mai;;15;6;12;49
57;L1125_Na657_H8 _3_12_F3;3;Intrapop;12;Z3Q12;F3;Narbonne_H8;59;1;1;1;7;2;17-mai;18-mai;0;22-mai;1;23-mai;1;1;26-mai;;15;6;12;49
57;L1125_Na657_H8 _3_12_F3;3;Intrapop;12;Z3Q12;F3;Narbonne_H8;59;1;1;1;7;3;17-mai;18-mai;0;22-mai;1;24-mai;1;0;26-mai;;15;6;12;49
57;L1125_Na657_H8 _3_12_F3;3;Intrapop;12;Z3Q12;F3;Narbonne_H8;59;1;1;1;7;4;17-mai;18-mai;0;22-mai;1;25-mai;1;1;26-mai;;15;6;12;49
58;L1125_Na657_H8 _3_12_F3;3;Intrapop;12;Z3Q12;F3;Narbonne_H8;59;1;1;2;7;1;17-mai;18-mai;0;22-mai;1;;0;0;;;15;6;12;49
58;L1125_Na657_H8 _3_12_F3;3;Intrapop;12;Z3Q12;F3;Narbonne_H8;59;1;1;2;7;2;17-mai;19-mai;0;22-mai;1;;0;0;;;15;6;12;49
58;L1125_Na657_H8 _3_12_F3;3;Intrapop;12;Z3Q12;F3;Narbonne_H8;59;1;1;2;7;3;17-mai;18-mai;0;22-mai;1;22-mai;1;0;27-mai;;15;6;12;49
